"TOA5","5264","CR1000","5264","CR1000.Std.10","CRD:KLRS_AWS_AUG_2012.CR1","34827","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2012-08-05 19:10:00",312,3.034,254.2,26.42,3.845,14.1,92.5,0.685
"2012-08-05 19:15:00",313,2.195,241.5,23.86,2.731,13.76,125.1,0.685
"2012-08-05 19:20:00",314,2.311,252.1,17.28,3.061,13.92,135.3,0.685
"2012-08-05 19:25:00",315,2.197,259.8,21.01,2.966,14.06,113.5,0.685
"2012-08-05 19:30:00",316,2.128,247.6,17.99,2.976,14,108.7,0.685
"2012-08-05 19:35:00",317,2.98,255,23.38,3.521,13.81,78.49,0.685
"2012-08-05 19:40:00",318,1.954,260.9,22.05,2.937,13.62,75.5,0.685
"2012-08-05 19:45:00",319,2.489,254.8,6.221,3.12,13.61,78.52,0.685
"2012-08-05 19:50:00",320,2.495,250.5,15.27,3.097,13.94,142.8,0.685
"2012-08-05 19:55:00",321,2.151,259.1,10.66,2.434,13.8,14.29,0.685
"2012-08-05 20:00:00",322,1.597,248.5,23.89,2.251,13.25,-7.668,0.685
"2012-08-05 20:05:00",323,1.67,243.1,24.15,2.607,13.01,-10.49,0.685
"2012-08-05 20:10:00",324,2.021,248.8,25.69,3.544,12.89,-13.86,0.685
"2012-08-05 20:15:00",325,1.146,260.9,40.91,2.342,12.89,-17.6,0.685
"2012-08-05 20:20:00",326,2.429,258,23.3,3.962,12.9,-19.81,0.685
"2012-08-05 20:25:00",327,2.344,264.9,14.45,3.306,12.99,-14.88,0.685
"2012-08-05 20:30:00",328,1.285,293.6,35.2,2.695,13.14,-19.96,0.685
"2012-08-05 20:35:00",329,2.048,242.2,16.83,3.198,13.16,-24.02,0.685
"2012-08-05 20:40:00",330,1.487,260.8,21.09,1.98,13.01,-37.18,0.685
"2012-08-05 20:45:00",331,1.696,231,22.75,2.385,12.63,-40.05,0.685
"2012-08-05 20:50:00",332,2.328,254.5,17.66,3.786,12.73,-29.56,0.685
"2012-08-05 20:55:00",333,1.702,249.5,56.97,3.25,12.8,-35.68,0.685
"2012-08-05 21:00:00",334,1.617,176.1,45.85,2.969,12.65,-36.31,0.685
"2012-08-05 21:05:00",335,0.985,137.9,31.74,1.477,12.7,-8.81,0.685
"2012-08-05 21:10:00",336,0.496,51.13,40.33,1.552,12.98,-23.41,0.685
"2012-08-05 21:15:00",337,0.467,146,92,0.908,12.85,-34.16,0.685
"2012-08-05 21:20:00",338,1.417,167.2,87.7,2.786,12.53,-35.1,0.685
"2012-08-05 21:25:00",339,0.782,240.4,85.9,2.221,12.23,-42.19,0.685
"2012-08-05 21:30:00",340,0.816,242.7,46.46,1.496,12.32,-43.87,0.685
"2012-08-05 21:35:00",341,1.224,106.8,16.95,2.414,12.21,-44.81,0.685
"2012-08-05 21:40:00",342,0.547,126,83.8,0.98,11.79,-45.37,0.685
"2012-08-05 21:45:00",343,1.517,134.4,48.13,2.365,11.65,-45.14,0.685
"2012-08-05 21:50:00",344,1.35,358.7,68.67,2.329,11.73,-33.22,0.685
"2012-08-05 21:55:00",345,0.43,90.9,80.4,1.156,11.85,-24.72,0.685
"2012-08-05 22:00:00",346,0.492,127.8,16.82,1.111,11.49,-18.42,0.685
"2012-08-05 22:05:00",347,1.274,187.6,50.16,2.718,11.24,-18.39,0.685
"2012-08-05 22:10:00",348,2.038,216.9,13.91,2.855,11.33,-28.83,0.685
"2012-08-05 22:15:00",349,1.31,188.9,24.46,2.241,11.34,-37.34,0.685
"2012-08-05 22:20:00",350,0.867,160,27.48,1.375,11.19,-42.29,0.685
"2012-08-05 22:25:00",351,1.238,134.7,27.18,1.686,11.01,-47.98,0.685
"2012-08-05 22:30:00",352,1.194,125.8,40.09,1.839,10.97,-53.16,0.685
"2012-08-05 22:35:00",353,1.526,123.5,29.11,2.257,10.95,-56.04,0.685
"2012-08-05 22:40:00",354,1.802,102.6,18.18,2.551,11.01,-58.2,0.685
"2012-08-05 22:45:00",355,1.25,84.5,13.4,1.79,10.95,-63.23,0.685
"2012-08-05 22:50:00",356,1.258,85.9,16.68,1.859,10.6,-66.88,0.685
"2012-08-05 22:55:00",357,1.838,77.39,19.35,2.3,10.33,-68.41,0.685
"2012-08-05 23:00:00",358,1.156,90,17.47,1.428,10.35,-69.68,0.685
"2012-08-05 23:05:00",359,1.157,92.4,18.36,1.424,10.08,-72.43,0.685
"2012-08-05 23:10:00",360,0.454,96.2,8.78,1.098,9.82,-70.46,0.685
"2012-08-05 23:15:00",361,0.957,96.8,12.55,1.205,9.47,-70.1,0.685
"2012-08-05 23:20:00",362,0.513,101.5,16.7,0.715,9.09,-70.89,0.685
"2012-08-05 23:25:00",363,0.305,104,8.23,0.483,8.74,-69.57,0.685
"2012-08-05 23:30:00",364,0.412,115,12.92,0.663,8.5,-69.62,0.685
"2012-08-05 23:35:00",365,0.45,119.2,13.81,1.036,8.24,-69.78,0.685
"2012-08-05 23:40:00",366,0.773,103.7,12.49,1.003,7.864,-71.48,0.685
"2012-08-05 23:45:00",367,1.021,88.3,13.44,2.051,7.764,-71.69,0.685
"2012-08-05 23:50:00",368,1.284,109,13.3,2.087,8.39,-72.96,0.686
"2012-08-05 23:55:00",369,1.568,104.4,15.5,2.14,8.24,-71.47,0.686
"2012-08-06 00:00:00",370,0.817,113.4,30.81,1.228,7.873,-71.32,0.686
"2012-08-06 00:05:00",371,0.824,171.6,21.37,1.205,7.472,-70.81,0.686
"2012-08-06 00:10:00",372,1.618,99.7,30.01,2.277,7.331,-72.39,0.686
"2012-08-06 00:15:00",373,1.957,103.1,21.75,2.492,8.08,-69.72,0.686
"2012-08-06 00:20:00",374,1.43,104.1,31.07,1.97,7.81,-69.8,0.686
"2012-08-06 00:25:00",375,1.331,120.5,24.8,2.045,7.527,-71.58,0.686
"2012-08-06 00:30:00",376,1.821,114.9,10.58,2.672,7.309,-72.06,0.686
"2012-08-06 00:35:00",377,1.783,111.2,18.48,2.133,7.153,-69.82,0.686
"2012-08-06 00:40:00",378,1.623,106.4,14.68,2.149,6.93,-67.69,0.686
"2012-08-06 00:45:00",379,1.672,101.6,11,2.228,7.073,-70.18,0.686
"2012-08-06 00:50:00",380,1.303,108,17.18,1.673,7.595,-69.16,0.686
"2012-08-06 00:55:00",381,0.836,122.4,24.57,1.251,7.634,-67.26,0.686
"2012-08-06 01:00:00",382,0.95,125.7,22.77,1.46,7.474,-68.05,0.686
"2012-08-06 01:05:00",383,0.958,127.3,24.29,1.846,7.243,-67.84,0.686
"2012-08-06 01:10:00",384,1.071,119.1,17.95,1.581,7.071,-68.25,0.686
"2012-08-06 01:15:00",385,1.215,106.5,16.96,1.699,7.151,-66.68,0.686
"2012-08-06 01:20:00",386,1.451,88.2,6.84,1.656,6.979,-64.04,0.686
"2012-08-06 01:25:00",387,1.225,105.3,26.69,2.27,6.76,-62.82,0.686
"2012-08-06 01:30:00",388,1.033,142.4,58.92,1.78,6.592,-66.2,0.686
"2012-08-06 01:35:00",389,0.72,130.2,29.83,1.65,6.694,-67.98,0.686
"2012-08-06 01:40:00",390,0.977,114.2,51.17,1.61,6.544,-66.69,0.686
"2012-08-06 01:45:00",391,1.394,190.3,17.02,1.921,6.084,-67.28,0.686
"2012-08-06 01:50:00",392,1.454,120.9,23.6,2.355,6.201,-66.8,0.686
"2012-08-06 01:55:00",393,1.855,91.2,12.01,2.074,6.201,-64.3,0.686
"2012-08-06 02:00:00",394,1.378,106.4,21.15,2.29,5.852,-63.24,0.686
"2012-08-06 02:05:00",395,0.658,180.1,24.22,0.817,5.71,-62.17,0.686
"2012-08-06 02:10:00",396,0.763,116.7,26.9,1.222,5.461,-62.3,0.686
"2012-08-06 02:15:00",397,1.438,105,30.78,2.136,5.617,-59.63,0.686
"2012-08-06 02:20:00",398,1.05,143.7,27.7,1.872,5.652,-52.15,0.686
"2012-08-06 02:25:00",399,0.669,151.7,44.21,1.457,5.496,-49.35,0.686
"2012-08-06 02:30:00",400,0.776,156.2,13.66,1.245,5.544,-51.11,0.686
"2012-08-06 02:35:00",401,0.499,156.8,34.33,1.006,5.377,-53.75,0.686
"2012-08-06 02:40:00",402,0.378,147.4,14.53,0.742,5.108,-52.13,0.686
"2012-08-06 02:45:00",403,0.697,115.2,26.46,1.209,4.972,-54.32,0.686
"2012-08-06 02:50:00",404,1.698,118.4,10.74,2.457,5.452,-59.38,0.686
"2012-08-06 02:55:00",405,1.035,118,16.49,1.692,5.557,-59.48,0.686
"2012-08-06 03:00:00",406,0.955,143.5,26.52,1.365,5.505,-58.08,0.686
"2012-08-06 03:05:00",407,0.717,154.5,35.24,1.12,5.423,-50.02,0.686
"2012-08-06 03:10:00",408,1.176,107,24.06,1.986,5.385,-41.86,0.686
"2012-08-06 03:15:00",409,1.095,145.1,29.09,1.614,5.466,-33.21,0.686
"2012-08-06 03:20:00",410,0.767,154.3,18.67,1.163,5.417,-22.91,0.686
"2012-08-06 03:25:00",411,1.132,97.2,35.66,1.496,5.462,-20.6,0.686
"2012-08-06 03:30:00",412,1.221,88.9,8.39,1.754,5.595,-20.57,0.686
"2012-08-06 03:35:00",413,1.576,93.2,9.15,2.133,5.703,-21.39,0.686
"2012-08-06 03:40:00",414,1.46,94.7,11.47,2.002,5.795,-22.28,0.686
"2012-08-06 03:45:00",415,1.36,101.5,7.772,1.751,5.808,-17.72,0.686
"2012-08-06 03:50:00",416,1.603,96.5,15.12,1.944,5.824,-14.32,0.686
"2012-08-06 03:55:00",417,1.535,89.3,12.68,1.973,5.909,-13.05,0.686
"2012-08-06 04:00:00",418,1.664,94.8,16.65,2.12,5.958,-13.38,0.686
"2012-08-06 04:05:00",419,1.298,105.4,13.39,1.65,6.041,-12.21,0.686
"2012-08-06 04:10:00",420,1.171,100.8,9.86,1.496,6.095,-12.31,0.686
"2012-08-06 04:15:00",421,1.004,103.9,12.43,1.441,6.161,-12.89,0.686
"2012-08-06 04:20:00",422,0.611,107.8,20.15,0.983,6.229,-14.21,0.686
"2012-08-06 04:25:00",423,0.781,106.5,26.37,1.284,6.344,-16.91,0.686
"2012-08-06 04:30:00",424,0.485,111.2,16.26,0.928,6.467,-21.1,0.686
"2012-08-06 04:35:00",425,0.652,94.6,20.81,1.081,6.474,-25.99,0.686
"2012-08-06 04:40:00",426,0.721,101.5,13.44,1.179,6.587,-24.49,0.686
"2012-08-06 04:45:00",427,0.545,97,14.79,0.869,6.62,-20.85,0.686
"2012-08-06 04:50:00",428,0.654,83,9.44,0.771,6.616,-17.6,0.686
"2012-08-06 04:55:00",429,0.461,108.3,30.46,0.823,6.659,-17.34,0.686
"2012-08-06 05:00:00",430,0.431,137.9,24.73,0.846,7.072,-16.99,0.686
"2012-08-06 05:05:00",431,0.444,134.4,30.12,0.595,6.817,-17.14,0.686
"2012-08-06 05:10:00",432,0.144,136.8,32.93,0.379,6.712,-17.11,0.686
"2012-08-06 05:15:00",433,0.979,98.3,21.41,1.248,6.733,-21.18,0.686
"2012-08-06 05:20:00",434,1.246,96.2,14.39,1.581,7.073,-24.97,0.686
"2012-08-06 05:25:00",435,1.021,90.4,11.22,1.428,7.353,-21.84,0.686
"2012-08-06 05:30:00",436,0.793,113.1,22.12,1.927,7.385,-16.27,0.686
"2012-08-06 05:35:00",437,1.391,120.5,22.54,1.875,8.27,-19.5,0.686
"2012-08-06 05:40:00",438,1.345,108.4,11.7,1.934,8.61,-19.96,0.686
"2012-08-06 05:45:00",439,0.903,106.2,23.27,1.679,8.58,-25.96,0.686
"2012-08-06 05:50:00",440,1.683,109.1,10.22,2.264,8.58,-31.81,0.686
"2012-08-06 05:55:00",441,1.156,96.2,17.85,1.379,8.56,-27.84,0.686
"2012-08-06 06:00:00",442,1.037,83.9,12.15,1.542,8.25,-23.42,0.686
"2012-08-06 06:05:00",443,0.536,103.1,22.1,0.833,8.02,-19.07,0.686
"2012-08-06 06:10:00",444,0.195,209.5,26.21,0.575,7.817,-13.25,0.686
"2012-08-06 06:15:00",445,0.368,111,27.58,0.627,7.78,-12.63,0.686
"2012-08-06 06:20:00",446,0.562,88.3,33.58,0.856,7.867,-12.97,0.686
"2012-08-06 06:25:00",447,0.146,197.2,37.83,0.428,7.846,-10.83,0.686
"2012-08-06 06:30:00",448,0.769,223.8,6.74,1.098,7.84,-8.44,0.686
"2012-08-06 06:35:00",449,1.091,171,31.43,1.614,8.24,-11.24,0.686
"2012-08-06 06:40:00",450,0.493,249.6,46.94,0.722,8.52,-8.97,0.686
"2012-08-06 06:45:00",451,0.369,263.9,26.99,0.712,8.6,-10.04,0.686
"2012-08-06 06:50:00",452,0.378,206.5,17.41,0.774,8.61,-8.52,0.686
"2012-08-06 06:55:00",453,0.584,201.1,16.22,0.833,8.42,-1.754,0.686
"2012-08-06 07:00:00",454,0.483,181.1,9.86,0.699,8.38,2.999,0.686
"2012-08-06 07:05:00",455,0.255,150.3,25.78,0.506,8.37,4.855,0.686
"2012-08-06 07:10:00",456,0.007,153.9,0.004,0.072,8.36,6.787,0.686
"2012-08-06 07:15:00",457,0.581,90.8,11.34,0.983,8.29,6.736,0.686
"2012-08-06 07:20:00",458,0.163,127.5,8.26,0.644,8.16,4.245,0.686
"2012-08-06 07:25:00",459,0.017,202.2,0.55,0.134,8.14,-0.28,0.686
"2012-08-06 07:30:00",460,0,0,0,0,8.17,-4.855,0.686
"2012-08-06 07:35:00",461,0.052,255.5,31.34,0.242,8.17,-6.431,0.686
"2012-08-06 07:40:00",462,0.126,49.93,41.65,0.434,8.28,-12.07,0.686
"2012-08-06 07:45:00",463,0.895,199.7,32.4,1.444,8.35,-8.69,0.686
"2012-08-06 07:50:00",464,0.985,230.4,16.91,1.509,8.32,-6.431,0.686
"2012-08-06 07:55:00",465,0.788,246.5,13.66,1.313,8.32,-4.626,0.686
"2012-08-06 08:00:00",466,0.229,203.5,24.55,0.552,8.36,14.21,0.686
"2012-08-06 08:05:00",467,0.838,204.2,24.7,1.61,8.4,17.62,0.686
"2012-08-06 08:10:00",468,1.128,198.7,24.56,2.009,8.36,18.25,0.686
"2012-08-06 08:15:00",469,1.04,200.6,22.85,1.663,8.32,9.91,0.686
"2012-08-06 08:20:00",470,1.587,201.9,13.36,2.061,8.26,-2.313,0.686
"2012-08-06 08:25:00",471,1.194,195.5,14.1,1.601,8.13,-7.956,0.686
"2012-08-06 08:30:00",472,1.115,200.6,17.92,1.503,8.08,-5.567,0.686
"2012-08-06 08:35:00",473,1.471,211.6,11.99,1.869,7.999,-12.07,0.686
"2012-08-06 08:40:00",474,1.895,215.3,8.63,2.702,7.973,1.957,0.686
"2012-08-06 08:45:00",475,1.973,222.4,10.32,2.46,7.973,-6.558,0.686
"2012-08-06 08:50:00",476,1.083,216.7,17.81,1.659,7.972,-12.05,0.686
"2012-08-06 08:55:00",477,1.444,214.7,12.64,1.666,7.994,-2.161,0.686
"2012-08-06 09:00:00",478,1.678,234.1,19.85,2.525,8.12,32.69,0.686
"2012-08-06 09:05:00",479,1.991,229.3,14.72,2.555,8.33,56.96,0.686
"2012-08-06 09:10:00",480,1.981,209.3,15.03,2.47,8.55,58.72,0.686
"2012-08-06 09:15:00",481,1.635,216.6,10.25,2.247,8.62,50.43,0.686
"2012-08-06 09:20:00",482,1.487,219.2,14.07,2.159,8.7,62.55,0.686
"2012-08-06 09:25:00",483,1.171,222.2,21.32,1.784,8.77,54.9,0.686
"2012-08-06 09:30:00",484,0.981,215.8,19.63,1.48,8.86,44,0.686
"2012-08-06 09:35:00",485,0.99,201.5,12.44,1.63,8.91,16.93,0.686
"2012-08-06 09:40:00",486,0.813,194.9,22.53,1.362,9.05,25.27,0.686
"2012-08-06 09:45:00",487,1.552,217.6,11.63,2.731,9,31.54,0.686
"2012-08-06 09:50:00",488,1.014,195.1,33.62,2.31,8.94,23.66,0.686
"2012-08-06 09:55:00",489,1.398,214.2,15.62,2.264,8.93,27.25,0.686
"2012-08-06 10:00:00",490,2.066,233.7,11.79,2.594,8.92,28.9,0.686
"2012-08-06 10:05:00",491,1.891,226.9,8.24,2.244,8.97,42.19,0.686
"2012-08-06 10:10:00",492,1.253,241.2,12.71,1.937,9.07,36.62,0.686
"2012-08-06 10:15:00",493,1.553,233.7,11.43,2.241,9.15,41.3,0.686
"2012-08-06 10:20:00",494,1.59,249.7,9.33,2.189,9.14,28.46,0.686
"2012-08-06 10:25:00",495,1.11,224,12.58,1.428,9.24,35,0.686
"2012-08-06 10:30:00",496,1.258,244.6,7.724,1.901,9.34,31.39,0.686
"2012-08-06 10:35:00",497,1.432,243.6,12.52,1.842,9.38,32.81,0.686
"2012-08-06 10:40:00",498,1.035,240.7,6.848,1.375,9.46,38.58,0.685
"2012-08-06 10:45:00",499,1.166,227.3,8.91,1.349,9.59,36.87,0.685
"2012-08-06 10:50:00",500,1.042,234.2,7.675,1.297,9.65,47.42,0.685
"2012-08-06 10:55:00",501,0.985,229.3,12.36,1.375,9.8,68.76,0.685
"2012-08-06 11:00:00",502,1.769,242.2,16,2.398,9.98,98.2,0.685
"2012-08-06 11:05:00",503,1.491,227,31,1.852,10.24,90.8,0.685
"2012-08-06 11:10:00",504,1.057,211,17.56,1.604,10.29,108,0.685
"2012-08-06 11:15:00",505,1.852,226.8,16.49,2.212,10.09,125.3,0.685
"2012-08-06 11:20:00",506,1.623,229.6,16.19,1.993,9.93,106.7,0.685
"2012-08-06 11:25:00",507,1.839,225.3,12.6,2.574,10.03,127.3,0.685
"2012-08-06 11:30:00",508,2.153,217.1,8.89,2.708,10.2,132.2,0.685
"2012-08-06 11:35:00",509,1.625,214.9,11.22,1.898,10.45,146.3,0.685
"2012-08-06 11:40:00",510,1.529,213,12.38,2.208,10.69,129.6,0.685
"2012-08-06 11:45:00",511,1.219,209.7,14.41,1.529,10.91,131,0.685
"2012-08-06 11:50:00",512,1.363,222,10.44,2.564,11.15,172.8,0.685
"2012-08-06 11:55:00",513,0.911,261.6,47.33,1.633,11.19,167.9,0.685
"2012-08-06 12:00:00",514,0.449,16.9,40.5,0.872,11.46,158.2,0.685
"2012-08-06 12:05:00",515,0.848,60.94,45.77,1.561,11.9,145.4,0.685
"2012-08-06 12:10:00",516,1.261,129,29.59,1.816,12.34,179.1,0.685
"2012-08-06 12:15:00",517,1.118,151.5,33.49,2.012,12.62,209.5,0.685
"2012-08-06 12:20:00",518,1.666,194.2,18.79,2.319,12.82,243.2,0.685
"2012-08-06 12:25:00",519,1.403,196,39.18,2.11,12.98,277.4,0.685
"2012-08-06 12:30:00",520,1.781,244.8,24.01,2.826,12.92,212.7,0.685
"2012-08-06 12:35:00",521,2.138,211.8,17.49,2.809,12.7,171.4,0.685
"2012-08-06 12:40:00",522,1.263,208.2,21.77,2.146,12.14,182.3,0.685
"2012-08-06 12:45:00",523,2.043,220.4,13.5,3.087,12.18,227.2,0.685
"2012-08-06 12:50:00",524,1.25,169.2,45.3,2.832,12.42,184.4,0.685
"2012-08-06 12:55:00",525,1.585,179.2,30.07,2.323,12.7,181,0.685
"2012-08-06 13:00:00",526,0.769,177.7,66.22,1.604,13.22,172.6,0.685
"2012-08-06 13:05:00",527,1.775,218.4,28.02,3.035,12.93,159.3,0.685
"2012-08-06 13:10:00",528,2.484,212.7,14.28,3.345,12.42,141.2,0.685
"2012-08-06 13:15:00",529,1.99,206.9,23.25,2.78,12.18,131.9,0.685
"2012-08-06 13:20:00",530,1.952,237.9,21.86,2.408,12.23,156.9,0.685
"2012-08-06 13:25:00",531,2.983,252.4,9.8,4.884,12.26,154,0.685
"2012-08-06 13:30:00",532,1.944,277.9,21.28,3.12,12.29,125,0.685
"2012-08-06 13:35:00",533,2.755,274,15.39,3.832,12.4,206,0.685
"2012-08-06 13:40:00",534,3.087,265.4,12.98,3.665,12.7,312.8,0.685
"2012-08-06 13:45:00",535,2.19,258.2,18.27,3.009,13.35,391.3,0.685
"2012-08-06 13:50:00",536,3.007,244.9,16.27,4.08,13.75,546,0.685
"2012-08-06 13:55:00",537,2.43,226.9,14.57,3.427,13.84,307.3,0.685
"2012-08-06 14:00:00",538,2.56,229.6,17.2,3.551,13.3,119.1,0.685
"2012-08-06 14:05:00",539,2.636,237,16.41,3.009,12.66,102.9,0.685
"2012-08-06 14:10:00",540,2.705,243.7,10.2,3.675,12.4,94.3,0.685
"2012-08-06 14:15:00",541,2.514,216.2,20.71,3.136,12.57,141.2,0.685
"2012-08-06 14:20:00",542,2.35,223.5,22.8,3.93,12.84,109.7,0.685
"2012-08-06 14:25:00",543,1.517,202.7,23.27,1.882,12.99,129.5,0.685
"2012-08-06 14:30:00",544,1.13,195,25.6,1.571,13.14,137.8,0.685
"2012-08-06 14:35:00",545,0.467,202.4,19.55,1.022,13.39,164.5,0.685
"2012-08-06 14:40:00",546,1.182,219,14.05,1.806,13.43,176,0.685
"2012-08-06 14:45:00",547,1.697,249.3,30.55,2.205,13.38,194.8,0.685
"2012-08-06 14:50:00",548,1.846,251.2,18.04,2.117,13.33,173.6,0.685
"2012-08-06 14:55:00",549,1.365,242.5,20.18,2.084,13.44,236.8,0.685
"2012-08-06 15:00:00",550,1.662,208.9,14.85,1.989,13.75,190.4,0.685
"2012-08-06 15:05:00",551,2.007,229.2,12.13,2.28,13.75,236.9,0.685
"2012-08-06 15:10:00",552,1.759,211.4,15.06,2.238,14.17,181.6,0.685
"2012-08-06 15:15:00",553,1.536,224.6,10.17,2.1,14.18,77.8,0.685
"2012-08-06 15:20:00",554,1.222,221,23.46,1.947,14.08,90.9,0.685
"2012-08-06 15:25:00",555,1.452,206.4,25.61,1.94,14.1,105.9,0.685
"2012-08-06 15:30:00",556,1.116,219.4,16.18,1.692,14.18,170.3,0.685
"2012-08-06 15:35:00",557,1.073,260.6,93.1,2.29,14.41,204.9,0.685
"2012-08-06 15:40:00",558,1.769,239.7,14.84,2.496,14.76,294.6,0.685
"2012-08-06 15:45:00",559,3.409,255.5,20.59,5.508,14.46,264,0.685
"2012-08-06 15:50:00",560,3.752,234.8,19.88,5.547,14.66,287.8,0.685
"2012-08-06 15:55:00",561,3.954,249.8,15.29,5.37,14.98,443.6,0.685
"2012-08-06 16:00:00",562,2.985,250.3,35.76,5.628,15.02,211.7,0.685
"2012-08-06 16:05:00",563,3.559,243.4,24.74,4.799,15.09,593.9,0.685
"2012-08-06 16:10:00",564,3.139,274.7,25.67,4.286,15.43,435.1,0.685
"2012-08-06 16:15:00",565,2.801,219.2,21.43,3.567,15.5,274.8,0.685
"2012-08-06 16:20:00",566,3.31,247.8,42.1,4.443,15.25,207,0.685
"2012-08-06 16:25:00",567,3.227,246.8,20.15,4.828,15.22,298,0.685
"2012-08-06 16:30:00",568,1.447,203.5,42.71,3.799,15.21,203.4,0.685
"2012-08-06 16:35:00",569,3.272,287.4,44.74,5.39,15.03,178,0.685
"2012-08-06 16:40:00",570,2.596,220.7,42.29,4.479,14.85,280.2,0.685
"2012-08-06 16:45:00",571,3.446,237.4,14.83,4.662,15.23,224.2,0.685
"2012-08-06 16:50:00",572,3.183,251.4,21.59,4.025,15.15,206.4,0.685
"2012-08-06 16:55:00",573,3.42,259.3,11.87,4.564,15.02,248.2,0.685
"2012-08-06 17:00:00",574,3.204,264.1,15.39,3.962,15.26,301.1,0.685
"2012-08-06 17:05:00",575,2.594,239.8,20.59,4.341,15.5,352.1,0.685
"2012-08-06 17:10:00",576,2.026,277.1,24.89,3.028,15.95,429.6,0.685
"2012-08-06 17:15:00",577,1.459,232.3,50.15,2.394,16.12,419.3,0.685
"2012-08-06 17:20:00",578,1.813,222,25.3,2.754,16.52,384.3,0.685
"2012-08-06 17:25:00",579,1.626,234.7,30.21,2.724,16.34,292.1,0.685
"2012-08-06 17:30:00",580,1.378,200.4,50.63,3.077,16.33,234.7,0.685
"2012-08-06 17:35:00",581,2.514,239.2,28.24,3.299,16.27,347.5,0.685
"2012-08-06 17:40:00",582,0.48,267.5,96.2,1.967,15.94,116.2,0.685
"2012-08-06 17:45:00",583,2.966,201.2,31.6,3.917,16.16,380.4,0.685
"2012-08-06 17:50:00",584,3.181,217.5,16.62,4.632,16.37,262.3,0.685
"2012-08-06 17:55:00",585,2.559,210.7,32.88,3.606,16.43,317.6,0.685
"2012-08-06 18:00:00",586,1.672,248.2,27.25,2.584,16.46,449.2,0.685
"2012-08-06 18:05:00",587,2.957,235.7,33.6,3.825,16.43,307.6,0.685
"2012-08-06 18:10:00",588,2.825,245.4,37.34,4.691,15.97,320.8,0.685
"2012-08-06 18:15:00",589,3.665,264.7,16.17,4.361,15.95,189.5,0.685
"2012-08-06 18:20:00",590,3.304,245,31.15,4.632,15.55,143.8,0.685
"2012-08-06 18:25:00",591,3.148,244.3,10.59,4.243,15.44,108.5,0.685
"2012-08-06 18:30:00",592,1.935,246.9,31.31,3.165,15.4,111.7,0.685
"2012-08-06 18:35:00",593,1.578,286.7,56.5,3.358,15.74,133.3,0.685
"2012-08-06 18:40:00",594,1.44,272.2,22,1.989,15.15,56.55,0.685
"2012-08-06 18:45:00",595,1.991,266.7,14.14,3.306,15.49,75.21,0.685
"2012-08-06 18:50:00",596,2.22,269.4,17.53,3.401,15.57,88.3,0.685
"2012-08-06 18:55:00",597,1.088,330.2,69.18,2.6,15.59,72.27,0.685
"2012-08-06 19:00:00",598,1.422,287.1,54.14,2.009,15.4,68.1,0.685
"2012-08-06 19:05:00",599,1.77,234.7,20.57,2.675,15.01,58.99,0.685
"2012-08-06 19:10:00",600,1.46,218.8,40.63,2.568,14.93,85.5,0.685
"2012-08-06 19:15:00",601,2.325,232.8,20.97,4.573,14.72,69.04,0.685
"2012-08-06 19:20:00",602,2.103,241.2,33.73,4.511,14.9,81.9,0.685
"2012-08-06 19:25:00",603,2.129,266.2,31.91,3.208,15.19,94.8,0.685
"2012-08-06 19:30:00",604,2.413,277.5,21.35,3.136,15.53,81,0.685
"2012-08-06 19:35:00",605,2.069,258.5,25.23,2.61,15.44,75.21,0.685
"2012-08-06 19:40:00",606,2.981,261.7,12.3,4.72,15.07,87.7,0.685
"2012-08-06 19:45:00",607,2.634,228.1,9.08,3.668,14.86,82.1,0.685
"2012-08-06 19:50:00",608,2.753,243.1,30.14,3.58,14.72,68.41,0.685
"2012-08-06 19:55:00",609,3.242,253.1,10.78,3.933,14.61,55.31,0.685
"2012-08-06 20:00:00",610,2.925,240.2,12.56,3.659,14.28,58.33,0.685
"2012-08-06 20:05:00",611,2.964,264.9,39.23,4.724,14.81,154.7,0.685
"2012-08-06 20:10:00",612,2.948,222.9,30.6,4.041,15.7,151.3,0.685
"2012-08-06 20:15:00",613,1.306,201.3,64.36,3.234,15.46,51.05,0.685
"2012-08-06 20:20:00",614,1.011,208.4,35.69,1.62,15.37,32.92,0.685
"2012-08-06 20:25:00",615,2.441,218.9,28.23,3.9,15.26,30.21,0.685
"2012-08-06 20:30:00",616,1.663,243,37.77,3.401,14.83,28.23,0.685
"2012-08-06 20:35:00",617,1.223,195.3,19.86,1.947,14.85,26.65,0.685
"2012-08-06 20:40:00",618,0.584,129.5,38.8,0.954,14.93,11.93,0.685
"2012-08-06 20:45:00",619,0.353,251.4,52.45,1.284,14.99,1.828,0.685
"2012-08-06 20:50:00",620,1.261,233.6,43.4,2.747,14.79,-5.077,0.685
"2012-08-06 20:55:00",621,1.885,216.2,24.93,2.46,14.3,6.676,0.685
"2012-08-06 21:00:00",622,1.531,129.2,37.09,2.483,14.59,17.69,0.685
"2012-08-06 21:05:00",623,0.466,167.6,69.7,0.99,14.79,21.02,0.685
